DateKey,Date,Day,DayName,DayOfWeekNumber,WeekOfYear,MonthNumber,MonthName,MonthShort,Quarter,Year,YearMonth,MonthYear,FinancialYear,FinancialQuarter,IsWeekend,Season,IsMonthEnd
20240705,2024-07-05,5,Friday,5,27,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240706,2024-07-06,6,Saturday,6,27,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,Yes,Summer,No
20240707,2024-07-07,7,Sunday,7,27,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,Yes,Summer,No
20240708,2024-07-08,8,Monday,1,28,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240709,2024-07-09,9,Tuesday,2,28,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240710,2024-07-10,10,Wednesday,3,28,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240711,2024-07-11,11,Thursday,4,28,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240712,2024-07-12,12,Friday,5,28,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240713,2024-07-13,13,Saturday,6,28,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,Yes,Summer,No
20240714,2024-07-14,14,Sunday,7,28,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,Yes,Summer,No
20240715,2024-07-15,15,Monday,1,29,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240716,2024-07-16,16,Tuesday,2,29,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240717,2024-07-17,17,Wednesday,3,29,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240718,2024-07-18,18,Thursday,4,29,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240719,2024-07-19,19,Friday,5,29,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240720,2024-07-20,20,Saturday,6,29,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,Yes,Summer,No
20240721,2024-07-21,21,Sunday,7,29,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,Yes,Summer,No
20240722,2024-07-22,22,Monday,1,30,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240723,2024-07-23,23,Tuesday,2,30,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240724,2024-07-24,24,Wednesday,3,30,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240725,2024-07-25,25,Thursday,4,30,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240726,2024-07-26,26,Friday,5,30,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240727,2024-07-27,27,Saturday,6,30,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,Yes,Summer,No
20240728,2024-07-28,28,Sunday,7,30,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,Yes,Summer,No
20240729,2024-07-29,29,Monday,1,31,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240730,2024-07-30,30,Tuesday,2,31,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,No
20240731,2024-07-31,31,Wednesday,3,31,7,July,Jul,Q3,2024,2024-07,Jul 2024,2024/25,FQ2,No,Summer,Yes
20240801,2024-08-01,1,Thursday,4,31,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240802,2024-08-02,2,Friday,5,31,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240803,2024-08-03,3,Saturday,6,31,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,Yes,Summer,No
20240804,2024-08-04,4,Sunday,7,31,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,Yes,Summer,No
20240805,2024-08-05,5,Monday,1,32,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240806,2024-08-06,6,Tuesday,2,32,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240807,2024-08-07,7,Wednesday,3,32,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240808,2024-08-08,8,Thursday,4,32,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240809,2024-08-09,9,Friday,5,32,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240810,2024-08-10,10,Saturday,6,32,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,Yes,Summer,No
20240811,2024-08-11,11,Sunday,7,32,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,Yes,Summer,No
20240812,2024-08-12,12,Monday,1,33,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240813,2024-08-13,13,Tuesday,2,33,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240814,2024-08-14,14,Wednesday,3,33,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240815,2024-08-15,15,Thursday,4,33,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240816,2024-08-16,16,Friday,5,33,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240817,2024-08-17,17,Saturday,6,33,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,Yes,Summer,No
20240818,2024-08-18,18,Sunday,7,33,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,Yes,Summer,No
20240819,2024-08-19,19,Monday,1,34,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240820,2024-08-20,20,Tuesday,2,34,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240821,2024-08-21,21,Wednesday,3,34,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240822,2024-08-22,22,Thursday,4,34,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240823,2024-08-23,23,Friday,5,34,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240824,2024-08-24,24,Saturday,6,34,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,Yes,Summer,No
20240825,2024-08-25,25,Sunday,7,34,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,Yes,Summer,No
20240826,2024-08-26,26,Monday,1,35,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240827,2024-08-27,27,Tuesday,2,35,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240828,2024-08-28,28,Wednesday,3,35,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240829,2024-08-29,29,Thursday,4,35,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240830,2024-08-30,30,Friday,5,35,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,No,Summer,No
20240831,2024-08-31,31,Saturday,6,35,8,August,Aug,Q3,2024,2024-08,Aug 2024,2024/25,FQ2,Yes,Summer,Yes
20240901,2024-09-01,1,Sunday,7,35,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,Yes,Autumn,No
20240902,2024-09-02,2,Monday,1,36,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240903,2024-09-03,3,Tuesday,2,36,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240904,2024-09-04,4,Wednesday,3,36,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240905,2024-09-05,5,Thursday,4,36,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240906,2024-09-06,6,Friday,5,36,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240907,2024-09-07,7,Saturday,6,36,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,Yes,Autumn,No
20240908,2024-09-08,8,Sunday,7,36,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,Yes,Autumn,No
20240909,2024-09-09,9,Monday,1,37,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240910,2024-09-10,10,Tuesday,2,37,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240911,2024-09-11,11,Wednesday,3,37,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240912,2024-09-12,12,Thursday,4,37,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240913,2024-09-13,13,Friday,5,37,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240914,2024-09-14,14,Saturday,6,37,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,Yes,Autumn,No
20240915,2024-09-15,15,Sunday,7,37,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,Yes,Autumn,No
20240916,2024-09-16,16,Monday,1,38,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240917,2024-09-17,17,Tuesday,2,38,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240918,2024-09-18,18,Wednesday,3,38,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240919,2024-09-19,19,Thursday,4,38,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240920,2024-09-20,20,Friday,5,38,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240921,2024-09-21,21,Saturday,6,38,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,Yes,Autumn,No
20240922,2024-09-22,22,Sunday,7,38,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,Yes,Autumn,No
20240923,2024-09-23,23,Monday,1,39,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240924,2024-09-24,24,Tuesday,2,39,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240925,2024-09-25,25,Wednesday,3,39,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240926,2024-09-26,26,Thursday,4,39,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240927,2024-09-27,27,Friday,5,39,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,No
20240928,2024-09-28,28,Saturday,6,39,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,Yes,Autumn,No
20240929,2024-09-29,29,Sunday,7,39,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,Yes,Autumn,No
20240930,2024-09-30,30,Monday,1,40,9,September,Sep,Q3,2024,2024-09,Sep 2024,2024/25,FQ2,No,Autumn,Yes
20241001,2024-10-01,1,Tuesday,2,40,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241002,2024-10-02,2,Wednesday,3,40,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241003,2024-10-03,3,Thursday,4,40,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241004,2024-10-04,4,Friday,5,40,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241005,2024-10-05,5,Saturday,6,40,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,Yes,Autumn,No
20241006,2024-10-06,6,Sunday,7,40,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,Yes,Autumn,No
20241007,2024-10-07,7,Monday,1,41,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241008,2024-10-08,8,Tuesday,2,41,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241009,2024-10-09,9,Wednesday,3,41,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241010,2024-10-10,10,Thursday,4,41,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241011,2024-10-11,11,Friday,5,41,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241012,2024-10-12,12,Saturday,6,41,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,Yes,Autumn,No
20241013,2024-10-13,13,Sunday,7,41,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,Yes,Autumn,No
20241014,2024-10-14,14,Monday,1,42,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241015,2024-10-15,15,Tuesday,2,42,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241016,2024-10-16,16,Wednesday,3,42,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241017,2024-10-17,17,Thursday,4,42,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241018,2024-10-18,18,Friday,5,42,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241019,2024-10-19,19,Saturday,6,42,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,Yes,Autumn,No
20241020,2024-10-20,20,Sunday,7,42,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,Yes,Autumn,No
20241021,2024-10-21,21,Monday,1,43,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241022,2024-10-22,22,Tuesday,2,43,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241023,2024-10-23,23,Wednesday,3,43,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241024,2024-10-24,24,Thursday,4,43,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241025,2024-10-25,25,Friday,5,43,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241026,2024-10-26,26,Saturday,6,43,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,Yes,Autumn,No
20241027,2024-10-27,27,Sunday,7,43,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,Yes,Autumn,No
20241028,2024-10-28,28,Monday,1,44,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241029,2024-10-29,29,Tuesday,2,44,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241030,2024-10-30,30,Wednesday,3,44,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,No
20241031,2024-10-31,31,Thursday,4,44,10,October,Oct,Q4,2024,2024-10,Oct 2024,2024/25,FQ3,No,Autumn,Yes
20241101,2024-11-01,1,Friday,5,44,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241102,2024-11-02,2,Saturday,6,44,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,Yes,Autumn,No
20241103,2024-11-03,3,Sunday,7,44,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,Yes,Autumn,No
20241104,2024-11-04,4,Monday,1,45,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241105,2024-11-05,5,Tuesday,2,45,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241106,2024-11-06,6,Wednesday,3,45,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241107,2024-11-07,7,Thursday,4,45,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241108,2024-11-08,8,Friday,5,45,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241109,2024-11-09,9,Saturday,6,45,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,Yes,Autumn,No
20241110,2024-11-10,10,Sunday,7,45,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,Yes,Autumn,No
20241111,2024-11-11,11,Monday,1,46,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241112,2024-11-12,12,Tuesday,2,46,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241113,2024-11-13,13,Wednesday,3,46,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241114,2024-11-14,14,Thursday,4,46,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241115,2024-11-15,15,Friday,5,46,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241116,2024-11-16,16,Saturday,6,46,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,Yes,Autumn,No
20241117,2024-11-17,17,Sunday,7,46,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,Yes,Autumn,No
20241118,2024-11-18,18,Monday,1,47,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241119,2024-11-19,19,Tuesday,2,47,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241120,2024-11-20,20,Wednesday,3,47,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241121,2024-11-21,21,Thursday,4,47,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241122,2024-11-22,22,Friday,5,47,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241123,2024-11-23,23,Saturday,6,47,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,Yes,Autumn,No
20241124,2024-11-24,24,Sunday,7,47,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,Yes,Autumn,No
20241125,2024-11-25,25,Monday,1,48,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241126,2024-11-26,26,Tuesday,2,48,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241127,2024-11-27,27,Wednesday,3,48,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241128,2024-11-28,28,Thursday,4,48,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241129,2024-11-29,29,Friday,5,48,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,No,Autumn,No
20241130,2024-11-30,30,Saturday,6,48,11,November,Nov,Q4,2024,2024-11,Nov 2024,2024/25,FQ3,Yes,Autumn,Yes
20241201,2024-12-01,1,Sunday,7,48,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,Yes,Winter,No
20241202,2024-12-02,2,Monday,1,49,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241203,2024-12-03,3,Tuesday,2,49,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241204,2024-12-04,4,Wednesday,3,49,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241205,2024-12-05,5,Thursday,4,49,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241206,2024-12-06,6,Friday,5,49,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241207,2024-12-07,7,Saturday,6,49,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,Yes,Winter,No
20241208,2024-12-08,8,Sunday,7,49,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,Yes,Winter,No
20241209,2024-12-09,9,Monday,1,50,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241210,2024-12-10,10,Tuesday,2,50,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241211,2024-12-11,11,Wednesday,3,50,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241212,2024-12-12,12,Thursday,4,50,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241213,2024-12-13,13,Friday,5,50,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241214,2024-12-14,14,Saturday,6,50,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,Yes,Winter,No
20241215,2024-12-15,15,Sunday,7,50,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,Yes,Winter,No
20241216,2024-12-16,16,Monday,1,51,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241217,2024-12-17,17,Tuesday,2,51,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241218,2024-12-18,18,Wednesday,3,51,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241219,2024-12-19,19,Thursday,4,51,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241220,2024-12-20,20,Friday,5,51,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241221,2024-12-21,21,Saturday,6,51,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,Yes,Winter,No
20241222,2024-12-22,22,Sunday,7,51,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,Yes,Winter,No
20241223,2024-12-23,23,Monday,1,52,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241224,2024-12-24,24,Tuesday,2,52,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241225,2024-12-25,25,Wednesday,3,52,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241226,2024-12-26,26,Thursday,4,52,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241227,2024-12-27,27,Friday,5,52,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241228,2024-12-28,28,Saturday,6,52,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,Yes,Winter,No
20241229,2024-12-29,29,Sunday,7,52,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,Yes,Winter,No
20241230,2024-12-30,30,Monday,1,1,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,No
20241231,2024-12-31,31,Tuesday,2,1,12,December,Dec,Q4,2024,2024-12,Dec 2024,2024/25,FQ3,No,Winter,Yes
20250101,2025-01-01,1,Wednesday,3,1,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250102,2025-01-02,2,Thursday,4,1,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250103,2025-01-03,3,Friday,5,1,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250104,2025-01-04,4,Saturday,6,1,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,Yes,Winter,No
20250105,2025-01-05,5,Sunday,7,1,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,Yes,Winter,No
20250106,2025-01-06,6,Monday,1,2,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250107,2025-01-07,7,Tuesday,2,2,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250108,2025-01-08,8,Wednesday,3,2,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250109,2025-01-09,9,Thursday,4,2,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250110,2025-01-10,10,Friday,5,2,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250111,2025-01-11,11,Saturday,6,2,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,Yes,Winter,No
20250112,2025-01-12,12,Sunday,7,2,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,Yes,Winter,No
20250113,2025-01-13,13,Monday,1,3,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250114,2025-01-14,14,Tuesday,2,3,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250115,2025-01-15,15,Wednesday,3,3,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250116,2025-01-16,16,Thursday,4,3,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250117,2025-01-17,17,Friday,5,3,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250118,2025-01-18,18,Saturday,6,3,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,Yes,Winter,No
20250119,2025-01-19,19,Sunday,7,3,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,Yes,Winter,No
20250120,2025-01-20,20,Monday,1,4,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250121,2025-01-21,21,Tuesday,2,4,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250122,2025-01-22,22,Wednesday,3,4,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250123,2025-01-23,23,Thursday,4,4,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
20250124,2025-01-24,24,Friday,5,4,1,January,Jan,Q1,2025,2025-01,Jan 2025,2024/25,FQ4,No,Winter,No
